,field,phenomenon,paradigm,score,metric,model,seed,step
23416,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.772,acc,pythia-160m-seed5,5,1000
23418,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.861,acc,pythia-160m-seed5,5,1000
23420,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.858,acc,pythia-160m-seed5,5,1000
23422,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.71,acc,pythia-160m-seed5,5,1000
23424,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.812,acc,pythia-160m-seed5,5,1000
23426,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.836,acc,pythia-160m-seed5,5,1000
23428,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.395,acc,pythia-160m-seed5,5,1000
23430,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.259,acc,pythia-160m-seed5,5,1000
23432,syntax,Argument structure,blimp_drop_argument,0.738,acc,pythia-160m-seed5,5,1000
23434,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.714,acc,pythia-160m-seed5,5,1000
23436,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.695,acc,pythia-160m-seed5,5,1000
23438,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.791,acc,pythia-160m-seed5,5,1000
23440,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.903,acc,pythia-160m-seed5,5,1000
23442,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.223,acc,pythia-160m-seed5,5,1000
23444,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.765,acc,pythia-160m-seed5,5,1000
23446,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.72,acc,pythia-160m-seed5,5,1000
23448,syntax,Argument structure,blimp_inchoative,0.491,acc,pythia-160m-seed5,5,1000
23450,syntax,Argument structure,blimp_intransitive,0.666,acc,pythia-160m-seed5,5,1000
23452,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.996,acc,pythia-160m-seed5,5,1000
23454,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.786,acc,pythia-160m-seed5,5,1000
23456,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.769,acc,pythia-160m-seed5,5,1000
23458,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.784,acc,pythia-160m-seed5,5,1000
23460,syntax,Island effects,blimp_left_branch_island_echo_question,0.516,acc,pythia-160m-seed5,5,1000
23462,syntax,Island effects,blimp_left_branch_island_simple_question,0.268,acc,pythia-160m-seed5,5,1000
23464,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.115,acc,pythia-160m-seed5,5,1000
23466,semantics,NPI licensing,blimp_npi_present_1,0.355,acc,pythia-160m-seed5,5,1000
23468,semantics,NPI licensing,blimp_npi_present_2,0.457,acc,pythia-160m-seed5,5,1000
23470,semantics,NPI licensing,blimp_only_npi_licensor_present,0.844,acc,pythia-160m-seed5,5,1000
23472,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.617,acc,pythia-160m-seed5,5,1000
23474,syntax,Argument structure,blimp_passive_1,0.869,acc,pythia-160m-seed5,5,1000
23476,syntax,Argument structure,blimp_passive_2,0.831,acc,pythia-160m-seed5,5,1000
23478,syntaxsemantics,Binding,blimp_principle_A_c_command,0.58,acc,pythia-160m-seed5,5,1000
23480,syntaxsemantics,Binding,blimp_principle_A_case_1,1.0,acc,pythia-160m-seed5,5,1000
23482,syntaxsemantics,Binding,blimp_principle_A_case_2,0.785,acc,pythia-160m-seed5,5,1000
23484,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.992,acc,pythia-160m-seed5,5,1000
23486,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.516,acc,pythia-160m-seed5,5,1000
23488,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.54,acc,pythia-160m-seed5,5,1000
23490,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.49,acc,pythia-160m-seed5,5,1000
23492,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.823,acc,pythia-160m-seed5,5,1000
23494,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.845,acc,pythia-160m-seed5,5,1000
23496,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.986,acc,pythia-160m-seed5,5,1000
23498,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.233,acc,pythia-160m-seed5,5,1000
23500,syntax,Island effects,blimp_sentential_subject_island,0.285,acc,pythia-160m-seed5,5,1000
23502,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.528,acc,pythia-160m-seed5,5,1000
23504,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.936,acc,pythia-160m-seed5,5,1000
23506,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.394,acc,pythia-160m-seed5,5,1000
23508,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.712,acc,pythia-160m-seed5,5,1000
23510,syntax,Argument structure,blimp_transitive,0.735,acc,pythia-160m-seed5,5,1000
23512,syntax,Filler gap,blimp_wh_island,0.487,acc,pythia-160m-seed5,5,1000
23514,syntax,Filler gap,blimp_wh_questions_object_gap,0.607,acc,pythia-160m-seed5,5,1000
23516,syntax,Filler gap,blimp_wh_questions_subject_gap,0.888,acc,pythia-160m-seed5,5,1000
23518,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.951,acc,pythia-160m-seed5,5,1000
23520,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.91,acc,pythia-160m-seed5,5,1000
23522,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.926,acc,pythia-160m-seed5,5,1000
23524,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.236,acc,pythia-160m-seed5,5,1000
23526,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.14,acc,pythia-160m-seed5,5,1000
23530,syntax,Island effects,blimp_adjunct_island,0.799,acc,pythia-160m-seed5,5,110000
23532,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.991,acc,pythia-160m-seed5,5,110000
23534,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.993,acc,pythia-160m-seed5,5,110000
23536,syntax,Argument structure,blimp_animate_subject_passive,0.775,acc,pythia-160m-seed5,5,110000
23538,syntax,Argument structure,blimp_animate_subject_trans,0.9,acc,pythia-160m-seed5,5,110000
23540,syntax,Argument structure,blimp_causative,0.715,acc,pythia-160m-seed5,5,110000
23542,syntax,Island effects,blimp_complex_NP_island,0.554,acc,pythia-160m-seed5,5,110000
23544,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.705,acc,pythia-160m-seed5,5,110000
23546,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.794,acc,pythia-160m-seed5,5,110000
23548,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.988,acc,pythia-160m-seed5,5,110000
23550,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.988,acc,pythia-160m-seed5,5,110000
23552,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.892,acc,pythia-160m-seed5,5,110000
23554,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.962,acc,pythia-160m-seed5,5,110000
23556,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.944,acc,pythia-160m-seed5,5,110000
23558,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.887,acc,pythia-160m-seed5,5,110000
23560,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.9,acc,pythia-160m-seed5,5,110000
23562,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.958,acc,pythia-160m-seed5,5,110000
23564,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.776,acc,pythia-160m-seed5,5,110000
23566,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.714,acc,pythia-160m-seed5,5,110000
23568,syntax,Argument structure,blimp_drop_argument,0.784,acc,pythia-160m-seed5,5,110000
23570,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.822,acc,pythia-160m-seed5,5,110000
23572,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.894,acc,pythia-160m-seed5,5,110000
23574,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.806,acc,pythia-160m-seed5,5,110000
23576,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.986,acc,pythia-160m-seed5,5,110000
23578,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.336,acc,pythia-160m-seed5,5,110000
23580,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.893,acc,pythia-160m-seed5,5,110000
23582,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.773,acc,pythia-160m-seed5,5,110000
23584,syntax,Argument structure,blimp_inchoative,0.636,acc,pythia-160m-seed5,5,110000
23586,syntax,Argument structure,blimp_intransitive,0.817,acc,pythia-160m-seed5,5,110000
23588,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.95,acc,pythia-160m-seed5,5,110000
23590,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.932,acc,pythia-160m-seed5,5,110000
23592,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.92,acc,pythia-160m-seed5,5,110000
23594,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.911,acc,pythia-160m-seed5,5,110000
23596,syntax,Island effects,blimp_left_branch_island_echo_question,0.558,acc,pythia-160m-seed5,5,110000
23598,syntax,Island effects,blimp_left_branch_island_simple_question,0.684,acc,pythia-160m-seed5,5,110000
23600,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.466,acc,pythia-160m-seed5,5,110000
23602,semantics,NPI licensing,blimp_npi_present_1,0.609,acc,pythia-160m-seed5,5,110000
23604,semantics,NPI licensing,blimp_npi_present_2,0.597,acc,pythia-160m-seed5,5,110000
23606,semantics,NPI licensing,blimp_only_npi_licensor_present,0.491,acc,pythia-160m-seed5,5,110000
23608,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.42,acc,pythia-160m-seed5,5,110000
23610,syntax,Argument structure,blimp_passive_1,0.905,acc,pythia-160m-seed5,5,110000
23612,syntax,Argument structure,blimp_passive_2,0.884,acc,pythia-160m-seed5,5,110000
23614,syntaxsemantics,Binding,blimp_principle_A_c_command,0.538,acc,pythia-160m-seed5,5,110000
23616,syntaxsemantics,Binding,blimp_principle_A_case_1,1.0,acc,pythia-160m-seed5,5,110000
23618,syntaxsemantics,Binding,blimp_principle_A_case_2,0.951,acc,pythia-160m-seed5,5,110000
23620,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.982,acc,pythia-160m-seed5,5,110000
23622,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.746,acc,pythia-160m-seed5,5,110000
23624,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.596,acc,pythia-160m-seed5,5,110000
23626,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.162,acc,pythia-160m-seed5,5,110000
23628,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.934,acc,pythia-160m-seed5,5,110000
23630,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.92,acc,pythia-160m-seed5,5,110000
23632,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.986,acc,pythia-160m-seed5,5,110000
23634,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.739,acc,pythia-160m-seed5,5,110000
23636,syntax,Island effects,blimp_sentential_subject_island,0.285,acc,pythia-160m-seed5,5,110000
23638,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.739,acc,pythia-160m-seed5,5,110000
23640,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.939,acc,pythia-160m-seed5,5,110000
23642,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.665,acc,pythia-160m-seed5,5,110000
23644,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.856,acc,pythia-160m-seed5,5,110000
23646,syntax,Argument structure,blimp_transitive,0.846,acc,pythia-160m-seed5,5,110000
23648,syntax,Filler gap,blimp_wh_island,0.747,acc,pythia-160m-seed5,5,110000
23650,syntax,Filler gap,blimp_wh_questions_object_gap,0.76,acc,pythia-160m-seed5,5,110000
23652,syntax,Filler gap,blimp_wh_questions_subject_gap,0.909,acc,pythia-160m-seed5,5,110000
23654,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.829,acc,pythia-160m-seed5,5,110000
23656,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.952,acc,pythia-160m-seed5,5,110000
23658,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.951,acc,pythia-160m-seed5,5,110000
23660,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.578,acc,pythia-160m-seed5,5,110000
23662,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.276,acc,pythia-160m-seed5,5,110000
23666,syntax,Island effects,blimp_adjunct_island,0.596,acc,pythia-160m-seed5,5,0
23668,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.51,acc,pythia-160m-seed5,5,0
23670,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.481,acc,pythia-160m-seed5,5,0
23672,syntax,Argument structure,blimp_animate_subject_passive,0.611,acc,pythia-160m-seed5,5,0
23674,syntax,Argument structure,blimp_animate_subject_trans,0.796,acc,pythia-160m-seed5,5,0
23676,syntax,Argument structure,blimp_causative,0.376,acc,pythia-160m-seed5,5,0
23678,syntax,Island effects,blimp_complex_NP_island,0.522,acc,pythia-160m-seed5,5,0
23680,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.518,acc,pythia-160m-seed5,5,0
23682,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.513,acc,pythia-160m-seed5,5,0
23684,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.485,acc,pythia-160m-seed5,5,0
23686,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.446,acc,pythia-160m-seed5,5,0
23688,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.545,acc,pythia-160m-seed5,5,0
23690,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.515,acc,pythia-160m-seed5,5,0
23692,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.499,acc,pythia-160m-seed5,5,0
23694,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.515,acc,pythia-160m-seed5,5,0
23696,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.497,acc,pythia-160m-seed5,5,0
23698,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.488,acc,pythia-160m-seed5,5,0
23700,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.514,acc,pythia-160m-seed5,5,0
23702,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.525,acc,pythia-160m-seed5,5,0
23704,syntax,Argument structure,blimp_drop_argument,0.689,acc,pythia-160m-seed5,5,0
23706,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.487,acc,pythia-160m-seed5,5,0
23708,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.341,acc,pythia-160m-seed5,5,0
23710,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.614,acc,pythia-160m-seed5,5,0
23712,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.517,acc,pythia-160m-seed5,5,0
23714,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.426,acc,pythia-160m-seed5,5,0
23716,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.474,acc,pythia-160m-seed5,5,0
23718,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.585,acc,pythia-160m-seed5,5,0
23720,syntax,Argument structure,blimp_inchoative,0.4,acc,pythia-160m-seed5,5,0
23722,syntax,Argument structure,blimp_intransitive,0.575,acc,pythia-160m-seed5,5,0
23724,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.715,acc,pythia-160m-seed5,5,0
23726,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.435,acc,pythia-160m-seed5,5,0
23728,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.494,acc,pythia-160m-seed5,5,0
23730,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.51,acc,pythia-160m-seed5,5,0
23732,syntax,Island effects,blimp_left_branch_island_echo_question,0.632,acc,pythia-160m-seed5,5,0
23734,syntax,Island effects,blimp_left_branch_island_simple_question,0.486,acc,pythia-160m-seed5,5,0
23736,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.914,acc,pythia-160m-seed5,5,0
23738,semantics,NPI licensing,blimp_npi_present_1,0.427,acc,pythia-160m-seed5,5,0
23740,semantics,NPI licensing,blimp_npi_present_2,0.459,acc,pythia-160m-seed5,5,0
23742,semantics,NPI licensing,blimp_only_npi_licensor_present,0.626,acc,pythia-160m-seed5,5,0
23744,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.521,acc,pythia-160m-seed5,5,0
23746,syntax,Argument structure,blimp_passive_1,0.575,acc,pythia-160m-seed5,5,0
23748,syntax,Argument structure,blimp_passive_2,0.572,acc,pythia-160m-seed5,5,0
23750,syntaxsemantics,Binding,blimp_principle_A_c_command,0.688,acc,pythia-160m-seed5,5,0
23752,syntaxsemantics,Binding,blimp_principle_A_case_1,0.427,acc,pythia-160m-seed5,5,0
23754,syntaxsemantics,Binding,blimp_principle_A_case_2,0.483,acc,pythia-160m-seed5,5,0
23756,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.339,acc,pythia-160m-seed5,5,0
23758,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.491,acc,pythia-160m-seed5,5,0
23760,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.466,acc,pythia-160m-seed5,5,0
23762,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.516,acc,pythia-160m-seed5,5,0
23764,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.435,acc,pythia-160m-seed5,5,0
23766,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.503,acc,pythia-160m-seed5,5,0
23768,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.929,acc,pythia-160m-seed5,5,0
23770,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.711,acc,pythia-160m-seed5,5,0
23772,syntax,Island effects,blimp_sentential_subject_island,0.49,acc,pythia-160m-seed5,5,0
23774,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.431,acc,pythia-160m-seed5,5,0
23776,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.319,acc,pythia-160m-seed5,5,0
23778,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.593,acc,pythia-160m-seed5,5,0
23780,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.382,acc,pythia-160m-seed5,5,0
23782,syntax,Argument structure,blimp_transitive,0.478,acc,pythia-160m-seed5,5,0
23784,syntax,Filler gap,blimp_wh_island,0.579,acc,pythia-160m-seed5,5,0
23786,syntax,Filler gap,blimp_wh_questions_object_gap,0.691,acc,pythia-160m-seed5,5,0
23788,syntax,Filler gap,blimp_wh_questions_subject_gap,0.652,acc,pythia-160m-seed5,5,0
23790,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.685,acc,pythia-160m-seed5,5,0
23792,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.627,acc,pythia-160m-seed5,5,0
23794,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.614,acc,pythia-160m-seed5,5,0
23796,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.367,acc,pythia-160m-seed5,5,0
23798,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.383,acc,pythia-160m-seed5,5,0
23802,syntax,Island effects,blimp_adjunct_island,0.816,acc,pythia-160m-seed5,5,100000
